source	x	y	sd	baseline	amplitude	r2
376	1.4588352	-0.066432774	2.216785	-0.40933225	0.1188434	0.35933226
377	1.2297982	-0.7962714	2.0606756	-0.44276932	0.13633485	0.49355334
378	1.4029989	-1.221149	2.418949	-0.44744486	0.12758005	0.5028696
379	1.0751497	-1.5897349	2.108789	-0.4425795	0.14087631	0.43544918
380	0.3495393	-2.5140398	0.08158476	-0.09232157	0.63018376	
381	-7.3749423	-4.75608	0.1210368	-0.028344693	0.18688023	
382	5.435646	1.1299782	3.956803	-0.05450461	0.015099909	0.051240623
383	-5.2328043	1.0315092	0.100511216	-0.023365432	0.17471346	
384	1.9106994	-0.021112205	2.575442	-0.30848023	0.08248677	0.4231301
385	1.8841089	-0.3797704	2.4133167	-0.49619582	0.13887174	0.5324869
386	1.3524615	-0.47881398	1.99657	-0.46677476	0.14594376	0.4838345
387	0.80134034	-0.7769184	1.5658343	-0.3833748	0.13864069	0.41859138
388	0.28109813	-0.9390594	1.3292115	-0.30312282	0.1196901	0.35257226
389	0.33170024	-1.725485	1.4323461	-0.40557903	0.17233825	0.4582907
390	0.46543032	-2.4360104	1.186742	-0.27798596	0.16125791	0.38151252
391	0.93217754	-3.669382	1.1437613	-0.10390829	0.074720584	0.11398733
392	3.251933	0.36480823	2.4180315	-0.073211774	0.021585874	0.023940206
393	-0.3305359	1.8150045	0.05029237	-0.03364324	0.1937457	
394	-8.9526615	-3.3819947	0.11364647	-0.014216043	0.12740132	
395	3.6477506	0.6177334	1.4826537	-0.0920443	0.044252474	0.12013328
396	2.4277847	0.18895069	2.4012916	-0.35895064	0.10254001	0.3284912
397	1.747114	-0.63231826	2.1814961	-0.44413924	0.13348061	0.4565233
398	1.1479776	-1.1099687	1.3335458	-0.3690076	0.1613493	0.37249684
399	0.6850087	-1.4337982	0.9185599	-0.30525583	0.19530977	0.33829552
400	0.2763211	-1.1322002	1.2376667	-0.3515337	0.15047066	0.3141287
401	0.43166918	-1.7033234	1.5254277	-0.473114	0.19049074	0.4473281
402	0.4429528	-2.2716093	1.336349	-0.3645064	0.18172732	0.42498976
403	0.33589703	-2.407178	1.3782603	-0.27672496	0.13634697	0.34569693
404	0.14641461	-2.3012805	1.6509386	-0.29304087	0.120104745	0.32499695
405	0.4165877	-3.4656758	1.4831848	-0.2316368	0.12918995	0.3233466
406	3.9696987	-3.8616967	2.860293	-0.34564862	0.13532896	0.3752144
407	2.1645143	-0.39862773	1.7427741	-0.5091881	0.18745236	0.68792653
408	1.8342211	0.07287305	1.5600673	-0.49450117	0.19349961	0.6053375
409	1.9138248	0.27431655	1.962793	-0.5308125	0.17260347	0.50035626
410	1.4216261	0.28161314	1.6327759	-0.5356183	0.19338563	0.5581868
411	1.2628722	-0.4650929	1.442433	-0.37252128	0.1462201	0.35371923
412	0.7429884	-2.2635136	1.1077287	-0.4422787	0.2724994	0.54876924
413	0.6672166	-2.2709742	1.3513381	-0.55416614	0.27497923	0.5932621
414	0.7263558	-1.9210296	1.3858533	-0.35190502	0.16157167	0.31801152
415	0.42176193	-2.5111282	1.1728115	-0.33666933	0.19972597	0.383887
416	0.24648468	-2.6158738	0.97794306	-0.33136082	0.24184488	0.46694803
417	0.04054953	-2.9674656	0.833719	-0.22794315	0.19953941	0.3825851
418	0.3174784	-3.7514505	0.9892952	-0.23543805	0.19191375	0.39435887
419	2.5366254	-8.024127	3.1041806	-0.30602148	0.4287613	0.329099
420	6.0540333	-6.8729887	3.7057052	-0.34361485	0.27367866	0.3487485
421	2.8958285	-1.4171216	2.1588657	-0.46752262	0.15521562	0.57315767
422	2.2091882	-0.26158378	1.8588609	-0.86167526	0.29967877	0.8062973
423	1.5442353	-0.047038123	1.4560052	-0.70776415	0.28300798	0.772547
424	1.2823515	0.13726081	1.4324379	-0.6260727	0.24434353	0.65280133
425	1.2288158	0.5813839	1.2170808	-0.5784721	0.25787193	0.65892637
426	1.3474344	0.526415	1.289091	-0.37806746	0.1639031	0.46432984
427	0.69808775	-2.785078	1.222552	-0.52910525	0.31350374	0.72472835
428	0.8175232	-2.993384	1.2512474	-0.59333605	0.35423616	0.7320193
429	1.810139	-2.9068027	1.3333493	-0.19396296	0.11000122	0.17240256
430	0.47606984	-2.666128	0.76676494	-0.14260818	0.13497129	0.13107681
431	0.06641594	-3.139314	0.06088314	-0.10610312	0.76277614	
432	-0.8923872	-6.183148	1.3484787	-0.14334852	0.3892793	0.15366566
433	0.58129233	-4.572634	0.5212251	-0.16516742	0.28618786	0.24475539
434	0.6078386	-5.00763	0.7752157	-0.21535215	0.39210913	0.32948732
435	2.68353	-0.93564355	1.9835669	-0.64173514	0.2212935	0.6269933
436	2.15117	-0.26539588	1.8423601	-0.8894724	0.3105058	0.81204695
437	1.3652158	0.06320775	1.2777326	-0.7545153	0.32498205	0.8042457
438	1.2361434	0.16204707	1.3035755	-0.6290398	0.26077247	0.67032874
439	1.4195014	0.7554949	0.8900887	-0.33565792	0.2192374	0.452811
440	1.788933	0.49576512	0.5269482	-0.0936872	0.1274923	0.11561513
441	1.4416368	0.09764147	1.9283024	-0.24785557	0.07917905	0.20351696
442	3.0089688	1.2083236	1.0897797	-0.24250506	0.1597188	0.3293072
443	2.6768823	0.8827507	1.0616648	-0.30456725	0.20264107	0.5022813
444	2.4817646	-0.22185332	1.8691686	-0.44540593	0.15710928	0.44419795
445	2.6538973	-2.1589317	1.907981	-0.3572994	0.13845746	0.3328808
446	-3.722586	3.4923213	0.056307815	-0.07145819	0.46064222	
447	1.4662664	-1.445087	0.06852567	-0.07742295	0.8158415	
448	1.1519758	-5.1991644	0.3403693	-0.19414075	1.2535611	
449	5.874689	0.4297009	3.5091057	-0.12543754	0.036572404	0.049005568
450	6.8147554	-3.663069	4.434613	-0.27237946	0.105873935	0.15025127
451	2.7939615	-0.82107586	2.0760555	-0.664566	0.22041243	0.6505004
452	2.4283876	-0.50907034	2.2304745	-0.79434204	0.24156412	0.7236604
453	1.4490461	-0.04381371	0.5070485	-0.16041814	0.20724739	0.24331027
454	-3.8778648	6.1194034	0.7495598	-0.058776226	0.60347813	0.048134625
455	-4.0198197	3.9781084	0.15386797	-0.04053148	0.18572105	
456	5.9917383	4.4652624	0.1972915	-0.029522453	0.11058883	
457	-3.4880967	4.8530703	0.059682954	-0.034951847	0.2771034	
458	-3.6723478	5.02151	0.08821862	-0.044363927	0.31035	
459	3.2726672	-2.2803342	0.05399024	-0.05784833	0.40115038	
460	3.037659	0.7081052	1.5249571	-0.3754499	0.17030172	0.4049524
461	2.9265578	-0.7309053	2.0209858	-0.5112579	0.17432934	0.45735544
462	2.6784787	-4.8021994	0.9838561	-0.3781242	0.47124955	0.51868236
463	-2.3892884	2.971887	2.0200691	-0.12509397	0.050018765	0.07543659
464	1.9900906	-5.457654	0.43436196	-0.22462389	2.1567283	
465	4.7984324	-8.052321	2.1726906	-0.5273427	2.18834	0.5024888
466	7.7516813	3.0064301	0.052208886	-0.04823017	0.26078832	
467	3.4060972	-0.17813507	2.6423626	-0.467756	0.13036016	0.3848107
468	2.6128435	-0.3646121	2.0783718	-0.6177211	0.20025569	0.5653844
469	2.8425436	-0.34071058	2.4159408	-0.43014428	0.12489698	0.3988043
470	-7.5272512	4.607994	0.082192324	-0.03193084	0.24486402	
471	-6.784776	-0.5659719	0.11078374	-0.051984183	0.36021182	
472	3.868014	-0.7310248	1.9345697	-0.26504135	0.09826768	0.2654119
473	3.718295	-4.7796702	0.05269903	-0.24923125	1.621141	
474	3.4676435	-6.073387	0.8071312	-0.23911403	2.1152732	0.35635692
475	1.1315161	5.2918997	0.3046626	-0.052141327	0.41370034	
476	3.4299874	-5.132556	0.23449725	-0.15957049	1.3204591	
477	8.43027	3.6381726	0.060465127	-0.04426701	0.3058337	
478	5.846207	3.7089746	0.94694644	-0.04165481	0.033943843	0.021441579
479	3.477101	-0.08682515	2.7097447	-0.30670178	0.08432528	0.23953474
480	1.5881037	-0.22179092	0.64814085	-0.12010111	0.11861467	0.13424379
481	1.8198991	5.169182	0.20948446	-0.120215595	0.96270573	
482	5.0182276	-0.25134617	0.16034967	-0.096417226	0.4378339	
483	4.977287	0.63231885	1.1631166	-0.30374774	0.18972196	0.35645807
484	4.850118	5.084138	0.052630633	-0.1628119	1.1301163	
485	3.2777383	5.17814	0.21575345	-0.12942772	1.0236328	
486	4.815695	-6.073176	0.7703793	-0.23170966	2.3830745	0.27305216
487	-8.997188	5.009401	0.18151952	-0.024595369	0.24351048	
488	1.8174657	1.5489689	0.2369169	-0.04735447	0.1498661	
489	2.572129	0.048936374	0.066869944	-0.108159356	0.6227986	
490	3.7095711	-2.0572875	2.4990916	-0.10149086	0.03283062	0.05085379
491	6.140083	0.88461643	1.7586087	-0.24393632	0.107094236	0.26645732
492	6.4331503	3.7476451	0.9971865	-0.13116765	0.10398705	0.13090634
493	5.7878585	-6.6049643	1.0748615	-0.27822167	2.5625947	0.30627286
494	6.225565	0.26185843	1.596408	-0.3123964	0.14859226	0.43432772
495	8.189947	2.7923532	2.0783036	-0.15146531	0.09330702	0.1588831
496	8.928287	5.0008826	0.17134443	-0.085269056	0.6668091	
497	6.096575	-1.9819597	2.03457	-0.12955786	0.0537496	0.11139423
498	6.9520197	-6.284629	0.85416985	-0.19500807	2.272148	0.25159603
499	7.78544	-4.9045243	0.053932626	-0.26529244	1.9528717	
500	6.6924267	0.36367914	1.5692621	-0.4982474	0.24892917	0.6443906
501	8.882029	0.57727736	0.10157374	-0.05801892	0.49354017	
502	4.331865	4.1010537	2.3004978	-0.09860887	0.046615083	0.06894791
503	8.302088	-5.3224792	0.40331304	-0.31863993	2.4189007	
504	9.088833	0.7353608	1.8403844	-0.3919252	0.32583302	0.44576597
505	8.913845	1.6549561	1.9203593	-0.18102638	0.13726349	0.18054456
506	8.4712305	5.0864296	0.06465714	-0.05687247	0.4512023	
507	8.7699995	5.1112194	0.15228273	-0.10341127	0.92857707	
508	8.473455	-4.9136744	0.06441494	-0.28525382	2.1093502	
509	11.676974	0.94423884	1.985273	-0.32279927	1.3597327	0.37417352
510	11.694681	2.0155907	1.6898234	-0.19735761	1.5836362	0.15213841
511	8.907517	5.0899534	0.14038345	-0.04874519	0.4957178	
512	8.464974	4.986246	0.05597599	-0.10862453	0.7660328	
513	8.533899	5.034995	0.084360994	-0.13103728	1.0975409	
514	10.759074	1.4504235	1.1256115	-0.13035424	1.4249599	0.11293316
515	8.4755335	5.0875754	0.057245847	-0.10803418	0.8647034	
516	0.7837719	5.082136	0.058727376	-0.014115173	0.101073705	
517	-7.773195	0.54765046	0.058125056	-0.024489103	0.1846531	
518	8.468092	5.0830483	0.057097808	-0.061942704	0.45057255	
519	8.829708	-5.0138426	0.1786892	-0.08303581	0.678882	
520	8.53521	-4.952349	0.08463034	-0.10603948	0.9085357	
521	11.36033	1.051449	1.3928816	-0.13801117	1.6012688	0.16005945
522	8.777167	5.130336	0.14917728	-0.035811797	0.3608715	
523	-6.884823	4.9948277	0.07183616	-0.041592877	0.3269629	
524	8.942966	5.0573416	0.13022041	-0.054508716	0.5511964	
525	11.963266	-2.7666535	2.2298877	-0.17712368	0.74670726	0.22468758
526	11.220669	2.8371344	1.3592913	-0.18143876	1.9798992	0.21108979
527	8.501003	5.077655	0.06793569	-0.12522267	1.0650088	
528	-8.9399805	5.067068	0.13654332	-0.039883316	0.40970987	
529	8.9559965	5.044233	0.12902342	-0.051255185	0.5242608	
530	7.4136972	5.0509305	0.14715698	-0.02378264	0.1631963	
531	13.156049	-8.906061	8.281662	-0.2439128	0.2495782	0.14648515
532	8.469598	5.07975	0.055981737	-0.12340545	0.8552423	
533	8.57017	5.073539	0.10196843	-0.11262886	1.017225	
534	2.0467033	-5.732835	0.60629255	-0.059858944	0.55429685	0.048793554
535	2.3569026	5.0790024	0.05701057	-0.02648342	0.20841268	
536	0.3445842	3.0084543	0.053573053	-0.047630373	0.22224353	
537	1.9029158	5.6969213	0.53372276	-0.06579148	0.6179472	0.062350214
538	1.1123259	5.023445	0.08775204	-0.03879787	0.3667246	
539	8.953206	5.045821	0.1260033	-0.07445288	0.7582337	
540	8.773851	5.1131034	0.1453432	-0.1186989	1.1117666	
541	-8.952837	5.04882	0.12713765	-0.04413434	0.45231763	
542	8.940578	5.059063	0.13031428	-0.08070427	0.81376916	
543	8.953327	5.0528297	0.13644089	-0.025073964	0.25793576	
544	5.749974	-4.7761188	0.06417863	-0.036182135	0.28955162	
545	8.935774	5.0650644	0.13210401	-0.06960933	0.7037682	
546	4.8908596	5.065053	0.071725644	-0.025210897	0.18727826	
547	0.0	0.0	0.0	0.0	0.0	
548	0.0	0.0	0.0	0.0	0.0	
549	0.0	0.0	0.0	0.0	0.0	
550	0.0	0.0	0.0	0.0	0.0	
551	0.0	0.0	0.0	0.0	0.0	
552	0.0	0.0	0.0	0.0	0.0	
553	0.0	0.0	0.0	0.0	0.0	
554	1.1384733	-0.56211174	1.0836531	-0.09068248	0.043716323	0.107295334
555	-4.1451497	5.071057	0.06814794	-0.026612155	0.22235848	
556	0.0	0.0	0.0	0.0	0.0	
557	0.0	0.0	0.0	0.0	0.0	
558	0.0	0.0	0.0	0.0	0.0	
559	3.1020105	-0.98601013	2.4022388	-0.14033069	0.042213257	0.13135827
560	1.6935478	-0.21358761	2.0155776	-0.17622598	0.055437624	0.115225434
561	1.5829461	-0.21763223	1.827672	-0.17415851	0.05855903	0.13170505
562	0.14908013	0.04508957	0.5219116	-0.33005452	0.12051887	0.14407188
563	0.9387233	-0.98723656	1.8244969	-0.35065696	0.11709377	0.36097825
564	0.97060364	-0.65044224	1.5843937	-0.26087743	0.093970574	0.23507535
565	8.870784	2.9954433	0.06553732	-0.07270784	0.57347727	
566	-8.578497	2.932798	0.13716406	-0.043914355	0.23810291	
567	9.060438	-2.0430062	0.27054462	-0.043698918	0.27571303	
568	10.002526	4.7926736	6.3596125	-0.069298014	0.038463745	0.06722486
569	-3.379884	3.939377	0.33228937	-0.048572686	0.103264816	
570	2.5941298	3.4962845	0.05527643	-0.03765882	0.25797063	
571	1.4518628	-0.61109036	1.7264974	-0.23436183	0.08242048	0.16360533
572	1.5207192	-0.92885596	1.7765329	-0.28195775	0.09910688	0.26150823
573	0.9595573	-1.4055661	1.6182064	-0.267542	0.10134876	0.29197645
574	0.50171864	-1.4151182	1.1356516	-0.3517571	0.1750251	0.4183631
575	0.71519923	-1.3763417	1.2290453	-0.30338725	0.14181717	0.3590458
576	0.43940923	-1.7596754	0.09427552	-0.11935226	0.9195858	
577	-3.547422	-1.9352406	0.09152693	-0.04787728	0.36383358	
578	-3.7319338	-1.7423702	0.05834408	-0.029684134	0.17360435	
579	-3.721324	-2.4101582	0.057946894	-0.029718574	0.20399964	
580	-3.713983	-3.4186618	0.055236906	-0.047978014	0.32148394	
581	5.009562	1.5273226	5.2913923	-0.26594415	0.07056584	0.20973599
582	-2.354697	2.664923	0.07937487	-0.04329665	0.4165614	
583	0.7897573	0.54060555	0.054667424	-0.105989605	0.7588859	
584	1.2165015	0.35771152	1.4007823	-0.4153799	0.16411845	0.5074947
585	1.2616172	-0.9506644	1.8503323	-0.4348993	0.14590259	0.5083109
586	0.7812075	-2.366248	1.4021276	-0.45213386	0.22027946	0.57860804
587	0.75413716	-2.13165	1.264395	-0.39326984	0.20531483	0.518353
588	1.0744126	-1.9679527	1.3107226	-0.2847934	0.14221942	0.40304214
589	0.6538537	-2.2930233	1.5789676	-0.33471134	0.14364116	0.46954072
590	0.31524113	-3.0668924	1.7915528	-0.276621	0.121119484	0.38849318
591	-0.02098582	-3.4000874	1.5961703	-0.17529738	0.09049572	0.2514525
592	0.2255946	-2.934902	1.1947701	-0.13962133	0.085858956	0.18527675
593	0.6970619	-5.091822	1.7641371	-0.10806664	0.09067037	0.10805279
594	4.8511286	-5.007804	0.057178047	-0.01562933	0.10936487	
595	1.7979355	0.70381683	1.5458868	-0.30858675	0.12304284	0.34796506
596	1.0748206	1.4766916	0.295109	-0.09888755	0.250336	
597	1.1590765	0.70873284	1.0258	-0.34921134	0.1795709	0.45685697
598	1.2138801	0.71915	1.2702885	-0.39364997	0.17137	0.48908293
599	1.1364435	-0.19837344	1.9680078	-0.41948554	0.1301981	0.43904978
600	0.9729489	-2.2188838	1.639135	-0.5299855	0.21996418	0.6258573
601	1.2889526	-2.5320957	1.5852208	-0.49610558	0.22447862	0.5542885
602	1.5013702	-3.0399902	1.4851648	-0.40533328	0.21134824	0.4962511
603	1.2807677	-3.209291	1.5362042	-0.39352345	0.2043383	0.48399115
604	0.636388	-3.8295753	1.4766507	-0.34187075	0.20928106	0.43052977
605	0.20881043	-3.867658	1.0574336	-0.2669023	0.21226631	0.36412394
606	0.3307812	-3.75369	1.0457	-0.1911414	0.14947593	0.23013282
607	0.83365357	-4.0446672	1.2165434	-0.20127285	0.15186444	0.2578969
608	0.33873597	0.5411749	0.054889333	-0.06997201	0.47020283	
609	13.66206	-0.6639512	5.6124573	-0.16228218	0.16217546	0.073099375
610	2.1602495	0.7538457	1.5593327	-0.33809003	0.13931064	0.35112715
611	1.001853	1.0668604	0.5762038	-0.23335336	0.2535092	0.40529126
612	1.0410448	0.8288756	0.85957843	-0.2898416	0.17471945	0.36336392
613	1.5780125	0.7977362	1.7563142	-0.39208323	0.13793889	0.40356302
614	1.5559316	0.6714717	1.6647407	-0.25765094	0.093868755	0.2463069
615	1.6810052	2.1524918	0.47373486	-0.08022312	0.12296351	
616	2.5675557	1.6761969	0.5403347	-0.080256194	0.10785107	0.08098352
617	2.6468086	1.5463703	1.0885062	-0.15399335	0.10090436	0.18284357
618	2.399298	0.3887039	1.5553663	-0.45364976	0.19014773	0.4404161
619	2.1694236	-3.1585176	1.3301753	-0.3235033	0.19081305	0.34666198
620	0.91432923	-3.8100863	0.07283616	-0.14130183	1.3173867	
621	0.035256393	-4.387335	0.9847916	-0.17340638	0.1721339	0.20189857
622	0.316738	-5.0540686	0.74618596	-0.13969788	0.27655503	0.1788575
623	0.79662925	-4.7729363	0.057986923	-0.16655655	1.1064316	
624	0.7842199	-4.775765	0.06552709	-0.10915925	0.7759908	
625	8.862597	3.9455338	0.6157662	-0.06975603	0.14307706	0.055383444
626	2.5865507	-0.46575588	0.05566558	-0.08571334	0.5716616	
627	2.1261032	0.01889857	2.5616784	-0.46592912	0.12590061	0.4214822
628	1.8179731	2.507674	1.8857602	-0.09182992	0.035733283	0.05604112
629	1.6613871	0.7407926	0.19473773	-0.08213743	0.3040434	
630	1.1173987	4.3215656	1.2392565	-0.05659853	0.044290293	0.037574887
631	-0.042250466	3.1805723	1.6005653	-0.17600384	0.08446017	0.16047078
632	3.2416966	0.8360285	1.76046	-0.393831	0.1557809	0.47737163
633	3.1111808	0.7075948	1.830703	-0.52404004	0.19735196	0.48026884
634	2.6456647	-5.5584526	0.70176846	-0.180698	0.8064517	0.26699978
635	2.398605	-1.5527881	1.5280324	-0.044694547	0.020123934	0.016466796
636	-1.6092738	7.528016	1.6970831	-0.07549647	0.40702793	0.050695002
637	3.1141953	-8.034485	1.910151	-0.36182782	2.3533428	0.41559994
638	2.5879266	-4.9672155	0.10996426	-0.0707179	0.48227283	
639	9.341298	0.9450567	5.144083	-0.24087216	0.10512353	0.13092893
640	2.2421966	0.6661839	2.9330165	-0.33868828	0.085628346	0.23590589
641	0.36212254	0.28072375	0.21098357	-0.34625462	0.22337273	
642	3.5104616	-1.4086095	1.4847578	-0.2348697	0.11401509	0.25258774
643	2.5958405	-4.781597	0.052537642	-0.20874587	1.3785253	
644	2.592553	-4.9050584	0.056209654	-0.117571376	0.8519655	
645	-1.278519	4.0223956	2.5884678	-0.17665961	0.07035237	0.121819735
646	4.360519	-8.025103	1.8629236	-0.35978183	2.5847216	0.42172027
647	8.866555	3.6678407	0.08481801	-0.048075322	0.39623287	
648	5.32999	-9.348805	2.350313	-0.100232385	0.9878547	0.07008594
649	3.0931559	0.5694712	2.9970026	-0.2894096	0.07435364	0.16927427
650	2.653939	0.42100918	0.1000187	-0.12651408	0.8762498	
651	4.5590034	-0.42086834	1.1341478	-0.17994006	0.11531977	0.23960805
652	4.6417546	1.6540263	1.5681927	-0.23233874	0.108761206	0.2559433
653	5.0785193	6.006933	0.7921213	-0.091373816	0.6195755	0.08651084
654	3.1929307	6.181456	0.7767957	-0.09834884	1.0355988	0.10356581
655	5.315237	-5.894311	0.67822385	-0.15604492	1.5686163	0.17930794
656	8.4603815	6.873804	2.5825574	-0.052162413	0.1003794	0.015419364
657	2.7387757	0.63346785	1.2833139	-0.21601573	0.1159331	0.23640913
658	5.624394	2.0283592	1.8719431	-0.21837057	0.09202017	0.21679294
659	7.149837	6.0207767	1.7707037	-0.08772267	0.13668677	0.070510685
660	2.359687	4.8521547	0.062954955	-0.053561457	0.42662778	
661	5.7494235	-5.900727	0.69858253	-0.09526487	0.8876489	0.090432465
662	5.608921	-6.3057675	0.89842093	-0.17088678	1.7117571	0.1982485
663	5.147276	-5.485104	0.43522635	-0.17039827	1.7766076	
664	6.389517	1.4888856	1.7784082	-0.2810262	0.12599164	0.32405543
665	8.465966	4.8554025	0.05462329	-0.07171944	0.5077834	
666	8.95302	5.043266	0.12975876	-0.06951811	0.70015734	
667	5.5658336	0.6735989	0.06347306	-0.04135511	0.31933817	
668	2.2552016	1.9062474	1.2388877	-0.11832025	0.066918366	0.121429384
669	7.7869105	-4.912901	0.055482097	-0.22229856	1.4289151	
670	6.926946	1.668939	1.5849082	-0.2681497	0.13781866	0.28041166
671	8.460832	4.9855742	0.058052294	-0.10866491	0.7772083	
672	-6.662193	4.982016	0.056596972	-0.0431428	0.29638457	
673	-8.983351	4.771834	0.12883492	-0.05541475	0.528964	
674	8.47065	-4.913579	0.06272605	-0.28304896	2.0641706	
675	8.177524	1.2289176	1.7531737	-0.3147672	0.19460979	0.3957526
676	12.426042	4.1523366	2.394334	-0.13403031	0.8090569	0.10673785
677	2.631545	5.2782297	0.278429	-0.039798692	0.3367449	
678	2.583742	-1.129438	0.054646794	-0.036576994	0.19519167	
679	8.724745	5.0914726	0.14349452	-0.13769792	1.1487966	
680	8.942685	5.042255	0.13232085	-0.13637118	1.3144665	
681	11.765383	2.9002721	1.9286194	-0.21304467	1.2073693	0.20198846
682	8.46328	4.9885564	0.055119652	-0.08968348	0.609299	
683	8.4696455	4.985728	0.057106752	-0.077555105	0.5588478	
684	8.527696	5.0289	0.07997873	-0.1832623	1.5206527	
685	8.469088	4.9866858	0.054185387	-0.15341689	1.0781463	
686	8.478628	5.0899854	0.05791701	-0.072157055	0.6098531	
687	1.9418303	-4.081695	0.06443623	-0.033907913	0.245316	
688	8.604146	5.060339	0.10664084	-0.07333687	0.61866605	
689	8.710777	5.0975633	0.14124611	-0.09848748	0.8480412	
690	8.538153	-4.995609	0.10089897	-0.074520774	0.6580478	
691	8.470256	5.080795	0.054837584	-0.1304579	0.91369724	
692	8.469937	5.0841002	0.054747846	-0.09888403	0.7289368	
693	8.468979	5.089715	0.05615159	-0.028419182	0.23023333	
694	-6.8879423	4.8533015	0.057864577	-0.046954215	0.3687689	
695	8.464198	-4.9125204	0.057788823	-0.16069627	1.1511021	
696	8.471637	5.0820527	0.05699523	-0.15639856	1.1325208	
697	8.475496	5.0885715	0.059446774	-0.08395265	0.685361	
698	-8.892922	5.095713	0.142151	-0.028600577	0.28749913	
699	-8.925121	5.06174	0.13699706	-0.074206114	0.7138247	
700	-8.912468	5.0778065	0.13894166	-0.06194506	0.60851324	
701	8.465685	4.8574195	0.052163135	-0.09225672	0.6734334	
702	8.480821	5.081116	0.061196648	-0.16113381	1.2205822	
703	8.488518	5.0809283	0.06397265	-0.12716132	1.0126364	
704	8.62182	-5.0393	0.13964851	-0.073421024	0.686391	
705	-8.949899	5.0553026	0.1333213	-0.051883414	0.53295565	
706	-8.478602	4.8543186	0.066742726	-0.054327868	0.41624212	
707	-1.2793196	-0.18736833	6.1797423	0.72973514	-0.16429915	0.42028564
708	-8.70825	5.112982	0.13321923	-0.071343996	0.6935505	
709	8.931776	-4.980282	0.13105085	-0.09922041	0.98338926	
710	8.940659	5.0640526	0.12891454	-0.053661603	0.55116373	
711	8.766533	5.118023	0.1444811	-0.047286417	0.45400319	
712	-7.8112664	5.0842237	0.07950966	-0.030848803	0.24172488	
713	0.33947092	-2.4069684	0.055912778	-0.027332395	0.19853038	
714	-7.759414	5.079057	0.075779945	-0.04638851	0.3420422	
715	1.301469	0.5271188	6.606825	0.29097712	-0.06752872	0.14722914
716	-8.768289	-5.0839267	0.17926815	-0.020440523	0.21036726	
717	0.0	0.0	0.0	0.0	0.0	
718	0.0	0.0	0.0	0.0	0.0	
719	0.0	0.0	0.0	0.0	0.0	
720	0.0	0.0	0.0	0.0	0.0	
721	0.0	0.0	0.0	0.0	0.0	
722	0.0	0.0	0.0	0.0	0.0	
723	0.0	0.0	0.0	0.0	0.0	
724	1.8627917	-1.3622217	0.16855545	-0.040542483	0.18403132	
725	2.719741	-0.79702955	0.4574627	-0.031647988	0.050138075	
726	0.0	0.0	0.0	0.0	0.0	
727	-8.469425	-4.7771077	0.052483294	-0.015404827	0.10792835	
728	8.432446	0.6765349	0.0585534	-0.06257712	0.47593197	
729	9.387605	1.8533543	1.7739924	-0.07453703	0.076398686	0.05550176
730	3.3306522	-0.06541157	2.386069	-0.078821756	0.02352544	0.025528133
731	1.7035985	-2.1036582	1.3674746	-0.10722749	0.054224484	0.09463948
732	8.623336	0.5926832	0.09059685	-0.05708703	0.5638671	
733	8.498374	2.9975839	0.049790468	-0.054242354	0.32143587	
734	12.08647	6.5756273	3.6019833	-0.045855492	0.13715556	0.014129102
735	2.597837	4.860669	0.05246193	-0.03980267	0.27945957	
736	-8.182661	-4.0684896	0.07028971	-0.0285873	0.25779125	
737	4.4251876	0.1253534	2.4666858	-0.24246168	0.07432494	0.268032
738	4.6236377	0.6035453	0.99759215	-0.11410018	0.08311658	0.14406449
739	2.5460372	-2.01711	2.5758224	-0.22599058	0.06832213	0.2094506
740	1.4799875	-1.5711144	1.6206058	-0.16433923	0.065492965	0.18403894
741	8.895329	0.5777754	0.09756706	-0.04843734	0.42708942	
742	2.7751994	-3.5828576	2.6248565	-0.09501447	0.035922796	0.04905659
743	3.151582	-0.13832222	1.5927852	-0.082233645	0.035689175	0.0618003
744	1.6957971	-4.9127903	0.05533558	-0.04152193	0.33239928	
745	7.4246087	-0.33399242	3.7156377	-0.06886626	0.024145884	0.023747563
746	3.2736936	0.5464444	0.057420876	-0.038854413	0.31155047	
747	3.7144651	0.5467069	0.060848452	-0.03273083	0.24060011	
748	7.0992656	2.0459285	0.1920296	-0.041851062	0.1564673	
749	-6.5197873	1.2780042	0.17166726	-0.05221267	0.22269045	
750	1.9658518	0.20665921	1.9322045	-0.18259946	0.060289826	0.15226537
751	2.0976458	0.8676464	2.0709174	-0.2571401	0.08214739	0.24702764
752	1.55009	1.6930541	2.72434	-0.21110904	0.057630457	0.13245344
753	1.3833368	1.0199018	2.9593449	-0.2967493	0.0740922	0.2471962
754	1.4332645	0.14223897	2.350733	-0.28497937	0.07955156	0.2517656
755	1.7834755	-2.2280831	1.4905331	-0.29413477	0.13870606	0.38223732
756	1.7060065	-3.187786	1.9240577	-0.29031584	0.12577526	0.36698335
757	-1.6444064	-3.9820054	1.9063873	-0.11953515	0.0626045	0.10605234
758	-0.23739468	-0.43896845	3.1406665	-0.16701896	0.0394718	0.08598608
759	0.15450382	-2.0890605	2.2401273	-0.16765061	0.053266987	0.14357722
760	1.1737005	-1.9006957	2.0650945	-0.12263406	0.040978003	0.06490266
761	-4.07136	3.8374429	1.5961407	-0.035872497	0.020497564	0.014223635
762	-3.7397695	1.2150655	0.052954797	-0.045568418	0.28186	
763	1.7819461	1.52231	0.12295329	-0.09384684	0.59309405	
