source	x	y	sd	baseline	amplitude	r2
1150	6.341102	5.9157653	0.605615	-0.06713763	0.8185918	0.05962062
1151	8.570107	5.0145345	0.09374425	-0.090184346	0.7588727	
1152	8.920815	-4.974482	0.12857036	-0.05553672	0.52464706	
1153	8.61733	-4.9570565	0.105756894	-0.08301552	0.6696579	
1154	8.6404915	-4.999549	0.12757058	-0.060333893	0.5018254	
1155	1.94501	5.1416745	0.16358785	-0.035528045	0.3247121	
1156	1.4462388	5.089741	0.06819839	-0.09243326	0.73272854	
1157	2.0686877	5.3893595	0.33332744	-0.12164376	1.2080395	
1158	3.8265133	6.8387594	1.0936121	-0.1342246	1.4966102	0.13273734
1159	8.468385	4.9849668	0.059014898	-0.16592118	1.2072934	
1160	8.485421	5.075755	0.06505895	-0.14128718	1.0514724	
1161	0.7675007	-1.7481333	0.05322207	-0.038642656	0.23762038	
1162	8.916347	-4.9576855	0.13466409	-0.09304035	0.82520133	
1163	8.790508	-5.031639	0.14748769	-0.05698772	0.5307996	
1164	8.906136	5.0862584	0.1416292	-0.040073235	0.3988545	
1165	1.4941939	5.084649	0.07064491	-0.041602664	0.3228961	
1166	1.3956131	5.013083	0.099249795	-0.104458004	0.74345857	
1167	2.019388	6.281296	1.0943524	-0.11871599	0.535557	0.16802984
1168	9.200464	8.334772	2.9541047	-0.16930512	0.6306092	0.17034483
1169	8.47895	5.078998	0.061298307	-0.11567041	0.8454815	
1170	-2.6531563	1.8436939	0.064371966	-0.02855844	0.2174518	
1171	8.942756	5.0605197	0.12957443	-0.056825012	0.5805988	
1172	8.954363	5.034259	0.1216068	-0.025610888	0.25505403	
1173	1.2893833	1.4314265	3.3489606	-0.15566754	0.037511215	0.073847234
1174	-6.441866	4.6609273	6.2108297	-0.1679829	0.061678074	0.06994325
1175	6.190561	8.406219	2.6948106	-0.080805406	0.22688858	0.054243922
1176	6.034394	5.590409	0.4563911	-0.07437429	0.74442196	
1177	5.8042326	5.0586357	0.11001753	-0.061298117	0.50083077	
1178	-8.990608	4.9688	0.14831604	-0.046514515	0.46113092	
1179	3.0936832	2.3182163	2.574809	-0.107860014	0.033836957	0.050478697
1180	1.6414312	4.880952	0.58084106	-0.04707168	0.08849204	0.038838983
1181	1.4855517	2.0073938	0.26552317	-0.0472661	0.1258794	
1182	8.860374	5.019625	0.11790349	-0.07585201	0.59740835	
1183	8.945772	5.035427	0.12381161	-0.10853385	1.0466995	
1184	8.941478	5.050759	0.130212	-0.05014792	0.4942619	
1185	1.8144712	6.0525217	0.7635146	-0.05675622	0.47389016	0.05273336
1186	0.864575	5.07179	0.11624697	-0.06574292	0.53095114	
1187	1.1242465	5.1317053	0.1523351	-0.068459	0.65354437	
1188	2.831721	4.982487	0.07363101	-0.084900126	0.7298733	
1189	8.933087	-5.0008073	0.14164145	-0.049566682	0.5227036	
1190	8.920901	5.0785084	0.16354403	-0.046201225	0.44352096	
1191	-8.265762	5.105965	0.13564463	-0.052958243	0.4798877	
1192	-8.967306	5.01895	0.13251759	-0.07053619	0.70963424	
1193	-2.1851575	-2.7452524	6.9548497	0.6129115	-0.15681288	0.39284647
1194	-8.448172	5.080251	0.08576831	-0.049925394	0.42675954	
1195	-8.954737	5.044167	0.15838058	-0.06335241	0.6139173	
1196	-8.943715	5.0510945	0.12535642	-0.056426052	0.5629423	
1197	0.54652995	-5.358894	0.34724063	-0.03190237	0.34979516	
1198	2.098289	5.1131105	0.17601195	-0.030249929	0.22695075	
1199	-3.1339033	-0.03446788	6.2611446	0.51076525	-0.12169787	0.32909942
1200	0.0	0.0	0.0	0.0	0.0	
1201	-6.870926	3.0020792	0.060577992	-0.036497038	0.22978777	
1202	-0.71706015	5.04004	0.08886515	-0.05883612	0.47085994	
1203	-0.444883	3.2926764	0.11150698	-0.031816956	0.20114727	
1204	-0.8196598	-3.1651828	1.4250839	-0.15650688	0.08533392	0.2005794
1205	2.2883134	-3.0361302	3.9337935	-0.10493629	0.028452339	0.034401655
1206	-1.1596788	-4.83688	0.1408843	-0.07133067	0.42629516	
1207	-0.94622546	-3.4244435	0.5291993	-0.1231248	0.16940278	0.2121728
1208	-0.7881877	-3.8618305	0.8084387	-0.2012743	0.19580856	0.333812
1209	-1.0309582	-3.274771	1.30584	-0.3634981	0.21847232	0.5433835
1210	-0.3213235	-5.0030756	0.06314318	-0.038498685	0.26367295	
1211	-0.77383184	1.4671842	0.08029618	-0.06064524	0.47756004	
1212	-0.7894928	-4.35604	0.06989772	-0.109405026	1.0195222	
1213	-0.8174641	-4.321776	0.65283346	-0.2425908	0.31452364	0.42125744
1214	-0.7775353	-3.9552603	0.9011068	-0.2209474	0.20192422	0.34242988
1215	-1.2214588	-4.504925	0.36458787	-0.14956838	0.32959217	
1216	-1.9507967	-4.3628473	1.10698	-0.38878554	0.3514905	0.6166609
1217	2.6848042	0.3801368	2.2037067	-0.2015937	0.062340576	0.16678268
1218	0.18085234	1.3512496	0.41384232	-0.11597748	0.19291659	
1219	-0.51238114	0.95950574	0.52534103	-0.19715834	0.18404545	0.2705931
1220	-0.376751	-4.409739	0.09790981	-0.13322833	0.9577477	
1221	-0.5436765	-4.4625487	0.23144026	-0.19696918	0.6367348	
1222	-0.9053774	-4.4253983	0.23851468	-0.13009281	0.41783842	
1223	-1.3555193	-5.123223	0.2929788	-0.11569551	0.70346296	
1224	2.7587266	-0.6855189	2.4184124	-0.123609655	0.03605171	0.061319172
1225	1.3007169	0.80098	0.18948911	-0.07373438	0.276865	
1226	-1.169477	1.363922	0.82764715	-0.31159845	0.23889655	0.4865334
1227	-0.33947688	-4.7766886	0.05947218	-0.21352413	1.3762202	
1228	-0.05525488	-5.4624367	0.5870916	-0.21681336	1.1144196	0.3441335
1229	-0.6748448	-5.3213267	0.36634132	-0.16990048	1.4445388	
1230	-1.2090706	-5.0005193	0.14730817	-0.15368101	1.1789423	
1231	0.50733554	1.7411011	0.6491373	-0.44032165	0.46322268	0.7071463
1232	0.5280797	2.5171278	0.98650306	-0.30941662	0.21947858	0.3705073
1233	0.23431599	5.336661	0.30391312	-0.09339587	0.8738254	
1234	-1.0475069	-5.0199537	0.14966206	-0.08347273	0.688917	
1235	0.8232435	1.7405009	0.8053182	-0.51392305	0.4216345	0.8252502
1236	1.0712432	3.3190124	1.1748579	-0.24772952	0.16058353	0.3033933
1237	3.321143	5.1150174	0.24119489	-0.07861678	0.43907675	
1238	-3.7237086	4.4547143	0.06962009	-0.025940578	0.2607915	
1239	-4.3690567	-5.1841884	0.2459242	-0.119175054	1.1710417	
1240	1.1393459	1.6448954	0.9335235	-0.31803003	0.22066353	0.4769538
1241	1.9019948	2.5564241	0.18366064	-0.062382493	0.25547403	
1242	2.3316462	2.0460484	1.267171	-0.09141667	0.051013768	0.06557739
1243	3.8397877	1.5893183	0.17548627	-0.05535908	0.23016381	
1244	-8.979232	5.0020447	0.14411227	-0.03759315	0.37670934	
1245	-3.2445092	5.0908403	0.12427833	-0.10763822	0.89392436	
1246	-3.7425432	5.092891	0.08926759	-0.122398324	1.0236439	
1247	-4.667001	5.509471	0.386937	-0.08357976	0.94486576	
1248	-4.02305	5.0189295	0.0884425	-0.090339124	0.812318	
1249	2.5289848	1.2116836	0.6840828	-0.28301603	0.30035415	0.53399533
1250	1.3237892	1.5845618	0.8963253	-0.595175	0.4406378	0.8535552
1251	1.2381886	2.037509	0.9757015	-0.46857893	0.3297283	0.72264695
1252	1.8512082	2.9985764	0.13821666	-0.095793106	0.5234431	
1253	2.3372781	3.5453024	0.6155223	-0.09847553	0.11591843	0.09077728
1254	3.2016163	2.124714	0.94597405	-0.15738407	0.12046877	0.19979775
1255	3.714818	1.2190071	0.051048357	-0.069854975	0.44222075	
1256	0.8291405	-0.7344458	7.8995814	0.59630716	-0.14827202	0.34183902
1257	-2.2966664	5.005379	0.09347943	-0.052163213	0.448333	
1258	0.8202899	4.833574	0.06016168	-0.04947273	0.31838012	
1259	8.945098	5.050055	0.1257128	-0.08135383	0.8131658	
1260	2.0408714	1.076607	0.80243164	-0.34031633	0.2989846	0.5667217
1261	1.2575011	1.5188903	1.0312426	-0.6492068	0.3966742	0.82907677
1262	1.3297224	3.194025	0.71609926	-0.27669144	0.28025424	0.4762823
1263	2.3132715	4.775016	0.118029	-0.07367152	0.48513547	
1264	2.6850724	4.4420114	1.004128	-0.13480286	0.12856153	0.1639055
1265	-0.5291264	-1.2174511	7.814823	0.3605164	-0.08959116	0.16169465
1266	-2.5173595	5.027316	0.08344509	-0.03152144	0.25005972	
1267	-0.26822504	5.077352	0.099825196	-0.055430222	0.4650954	
1268	4.582324	-0.28671488	2.2748437	-0.22857472	0.075180344	0.18470132
1269	2.2776778	0.80337	1.1313027	-0.32376033	0.19231015	0.5139891
1270	1.5174512	1.6958039	1.1510204	-0.55457807	0.31615135	0.74507606
1271	1.6473334	3.538713	0.6288265	-0.20646018	0.23845755	0.32329208
1272	2.59206	3.3408618	0.07124666	-0.11546344	1.1107934	
1273	3.1707883	3.1124084	1.5947225	-0.19133829	0.09584209	0.2283848
1274	3.5551996	1.4023018	1.2746874	-0.10624331	0.060116686	0.08995527
1275	0.57141423	-5.098928	0.19560502	-0.05005942	0.43965945	
1276	1.2133979	5.0850706	0.14392099	-0.029905945	0.23599403	
1277	1.4715418	2.4808617	0.057702616	-0.040588275	0.29591754	
1278	0.34488297	5.0891843	0.058216512	-0.051497214	0.37949374	
1279	3.0115507	1.1623201	1.9146572	-0.26360044	0.09586851	0.3002457
1280	2.251505	2.6018085	1.9203597	-0.34202337	0.13453694	0.39617586
1281	2.358702	3.9115217	0.72254246	-0.10650772	0.11142267	0.10905546
1282	3.169516	3.2153652	0.63660055	-0.14038257	0.15886775	0.16287571
1283	4.807647	3.7560909	1.5425409	-0.20137116	0.116172336	0.2088049
1284	0.45201838	5.039523	0.11067248	-0.050341617	0.37025762	
1285	1.096733	5.0098104	0.09710947	-0.045209754	0.38584617	
1286	1.9509902	2.4848979	0.06867319	-0.042181935	0.37902498	
1287	2.1117897	5.0862036	0.07030782	-0.026340215	0.24568611	
1288	8.480482	5.090112	0.064360805	-0.0893727	0.7643191	
1289	4.8678374	0.6919643	3.2452738	-0.2403603	0.06599994	0.16072285
1290	2.601106	5.0921116	0.058768235	-0.05973542	0.45763084	
1291	3.259545	5.074492	0.08352579	-0.056873526	0.44870213	
1292	8.549444	5.0405364	0.08804275	-0.10211376	0.8853329	
1293	8.948514	5.061061	0.13465871	-0.05622106	0.58450913	
1294	-1.0974624	5.0173545	0.0967836	-0.058101255	0.49786305	
1295	2.156577	5.0851564	0.06872144	-0.03994723	0.33997276	
1296	4.615007	3.1910274	1.5618005	-0.09273274	0.048120104	0.054271877
1297	12.235494	2.799283	3.4820716	-0.10400469	0.16699049	0.06251395
1298	-4.0765066	2.7640893	1.5824441	-0.09614347	0.046972223	0.06288481
1299	2.593128	-1.1450291	0.04822588	-0.072993994	0.45733848	
1300	2.5975015	-4.909931	0.05758915	-0.04243293	0.28546056	
1301	8.937721	-4.9813976	0.13561991	-0.07954647	0.802643	
1302	-0.27690896	0.5039904	6.5932364	0.45841682	-0.10451809	0.24196982
1303	-3.1694317	-1.4485527	7.493962	0.4368011	-0.11283922	0.24487549
1304	-3.3966167	-1.4705176	7.3714	0.86109143	-0.22311018	0.54273415
1305	4.3998885	5.0857353	0.05390084	-0.054019116	0.3880766	
1306	6.6552773	4.985805	0.054655224	-0.05641139	0.36183196	
1307	2.839275	4.8616347	0.06352967	-0.027169151	0.24764962	
1308	3.837614	-1.1041849	2.3933969	-0.14475842	0.04533021	0.10164887
1309	8.470633	-4.912796	0.06319537	-0.08166882	0.60199034	
1310	8.938148	-4.966205	0.1335778	-0.14638785	1.4182001	
1311	0.40917104	1.0050263	6.0101113	0.7705534	-0.17207782	0.49854487
1312	1.7075682	4.990961	0.06278149	-0.041008223	0.3250473	
1313	1.4354547	5.0839047	0.07597625	-0.079608835	0.63099504	
1314	8.933917	5.0575476	0.12974595	-0.105551474	1.0363462	
1315	8.928351	5.050725	0.12676382	-0.12864174	1.2177087	
1316	2.3525612	5.1339135	0.170049	-0.062775105	0.525425	
1317	2.5250037	-4.950101	0.08598586	-0.059731927	0.4614633	
1318	8.928101	-4.9753714	0.13734604	-0.1402435	1.3447254	
1319	8.946857	-4.9634886	0.12521768	-0.10797165	1.079015	
1320	-1.0925033	0.25756252	6.0395966	0.5201243	-0.11598539	0.31718105
1321	1.6486611	5.1692133	0.19195065	-0.06289924	0.54125416	
1322	2.342951	5.061093	0.086873926	-0.08341563	0.7083375	
1323	5.243583	5.657247	0.485469	-0.136644	1.4540172	
1324	4.5190806	5.187464	0.22230026	-0.08522675	0.6711639	
1325	2.042471	1.8438528	0.07325754	-0.041775167	0.4628269	
1326	8.94659	-4.9839377	0.13167812	-0.06010981	0.6335553	
1327	-8.948636	5.0520515	0.1259127	-0.0407556	0.415278	
1328	1.4003148	5.15717	0.17746475	-0.06355263	0.54615706	
1329	0.81344324	5.04454	0.08924908	-0.0786365	0.57102	
1330	5.1465077	5.174896	0.21187724	-0.09742823	0.79515445	
1331	6.231861	3.157608	2.2832196	-0.12078467	0.05344108	0.08158195
1332	-4.5237885	-1.2967237	0.9362396	-0.060722973	0.047248926	0.054983377
1333	8.962496	5.0392623	0.13181832	-0.04740771	0.49003544	
1334	1.9055868	5.192377	0.21301252	-0.057125423	0.50044096	
1335	1.0594206	5.361548	0.31583863	-0.087279566	0.8592112	
1336	1.4622751	4.9870844	0.058187127	-0.09510569	0.6109815	
1337	3.862104	7.6691003	1.5555315	-0.100755356	0.9108507	0.0937435
1338	2.6227424	4.9916577	0.06419513	-0.03435511	0.2344091	
1339	2.4783704	4.5460525	0.15139084	-0.060160603	0.28157276	
1340	1.6078978	6.2908406	0.8253036	-0.06458891	0.7091822	0.054322362
1341	1.665782	5.2504716	0.26764035	-0.10756921	0.87075377	
1342	1.9073213	6.624535	0.97039396	-0.14278167	1.7215922	0.17149568
1343	4.401715	-4.911737	0.054778174	-0.061564907	0.42540577	
1344	2.2736754	6.7328362	1.2411948	-0.08387294	0.4965056	0.081757784
1345	2.189366	5.7871428	0.7347401	-0.067194425	0.35647824	0.058291435
1346	2.0069387	4.963038	0.6223368	-0.076637365	0.14766486	0.07641226
1347	2.5918226	5.079252	0.056409437	-0.08038866	0.4983316	
1348	3.720234	4.852475	0.053884476	-0.07697422	0.471197	
1349	3.0596309	5.838782	0.7535113	-0.09186659	0.5062594	0.096297145
1350	2.6074831	-0.44298527	1.4329914	-0.112957485	0.052899998	0.0903604
1351	0.0	0.0	0.0	0.0	0.0	
1352	3.8474994	-1.7463557	0.07998911	-0.0118018845	0.12029708	
1353	-4.399188	5.0831623	0.053499676	-0.043156587	0.30352482	
1354	-0.6674154	3.4190009	0.11345348	-0.043700967	0.2878484	
1355	0.0	0.0	0.0	0.0	0.0	
1356	-0.74241966	-2.7989275	0.6290658	-0.098905854	0.11422813	0.23949623
1357	-0.75434625	-2.4296794	0.066400185	-0.15757978	1.1116267	
1358	-0.33948523	1.2151139	0.05063856	-0.059589546	0.35476455	
1359	-0.3548432	-4.3625593	0.070243314	-0.07189337	0.6896846	
1360	-2.06168	-2.7223048	1.0561082	-0.21480775	0.14968693	0.34347677
1361	-1.5749942	4.4856687	0.3385253	-0.038125947	0.08451521	
1362	-1.2796564	-1.9710764	0.37826645	-0.15725246	0.30083635	
1363	-1.0189271	-2.2425358	1.3367759	-0.28038538	0.14219637	0.3699624
1364	-0.33836433	-4.3349504	0.058315687	-0.08983523	0.6819684	
1365	-0.34404698	-4.4000683	0.07163506	-0.08869209	0.89651436	
1366	-1.4167655	-3.317421	1.4731219	-0.547118	0.3009123	0.6820772
1367	-6.9953547	6.6703763	1.190446	-0.07439782	0.48436883	0.06261814
1368	-2.6532278	-2.4972901	1.4390738	-0.30906138	0.1597615	0.49737996
1369	-2.1817367	-3.1025567	1.6057088	-0.26330686	0.13163254	0.3587076
1370	-0.78835225	-4.2324204	0.05414516	-0.10413623	0.69498	
1371	-0.74302447	-4.5418425	1.1182665	-0.26224434	0.25443903	0.3459863
1372	-0.80881584	-4.1466584	1.3057772	-0.37119794	0.27421877	0.43672615
1373	-1.1844972	2.7663677	0.24199136	-0.050983727	0.15356077	
1374	-1.2719252	0.8633852	1.8189591	-0.21770483	0.07329165	0.19518358
1375	-2.036147	-1.3256707	1.9097766	-0.42739707	0.15007661	0.50984085
1376	-1.4811002	-4.8152714	0.6441877	-0.202838	0.36228207	0.32874066
1377	-0.34172475	-4.77747	0.0550734	-0.06293363	0.40099695	
1378	-0.52051467	-3.690395	1.4616895	-0.32793474	0.19508502	0.40340143
1379	-0.17486373	-5.9360385	0.8824397	-0.2111347	1.1104081	0.2561072
1380	-2.6388438	0.51153773	0.87344176	-0.05761234	0.04736574	0.045179665
1381	-4.4211884	3.6187022	0.07009886	-0.05217549	0.40802407	
1382	-1.1347426	-4.9358296	0.09656465	-0.017283317	0.15497644	
1383	-0.22271661	0.91714483	0.5132255	-0.18874945	0.15379068	0.12176651
1384	-1.8356686	-5.220803	0.48706728	-0.29889902	1.2413102	
1385	-0.92837876	-3.9050553	1.0159009	-0.24572812	0.20320128	0.3657248
1386	-0.07278097	-2.7421622	1.3705533	-0.24900922	0.13004659	0.26218736
1387	-0.27413154	-6.228828	0.90788895	-0.20802869	1.724736	0.24000329
1388	-1.6823194	5.035965	0.0952572	-0.0477506	0.37453705	
1389	7.9289064	0.5803685	0.10340784	-0.052366424	0.40650874	
1390	-3.3894212	1.546214	0.2259557	-0.060038753	0.19720978	
1391	-3.374136	7.7982044	1.8328108	-0.07945278	0.43022847	0.057311773
1392	-0.40946916	0.49198812	0.32098	-0.11804949	0.09796913	
1393	-1.5337167	1.7243379	0.59320664	-0.09961472	0.12189134	0.0901857
1394	-2.1226177	1.3304977	1.0749265	-0.36265022	0.23168696	0.41402572
1395	-2.0253716	-5.3696303	0.5022993	-0.30598027	1.6993637	0.49187994
1396	-1.7737926	-4.3941045	0.5447272	-0.31783456	0.4879578	0.50499403
1397	-0.38478625	-3.4370017	1.2421045	-0.18591851	0.11933909	0.15849799
1398	-0.20344616	-5.648494	0.5596138	-0.18776684	1.7032703	0.19158506
1399	-1.4502612	-4.905905	0.07097101	-0.121467315	0.8993634	
1400	-1.4130124	-0.15206714	3.6104891	-0.24662873	0.055804122	0.13513845
1401	-2.32907	2.7624269	0.062452182	-0.034529127	0.22507735	
1402	-2.1798694	1.7810067	0.6527816	-0.24843426	0.27680445	0.38690037
1403	-2.0842097	1.4894718	1.1331295	-0.48074853	0.29060084	0.53395295
1404	-1.9620823	2.3585355	0.9582795	-0.19387096	0.14577624	0.20143104
1405	-1.8614452	-5.013432	0.15690438	-0.16835527	1.2666813	
1406	-0.8074535	-4.991986	0.07153539	-0.1187416	0.82975996	
1407	-0.29057756	-5.208088	0.27447313	-0.15710634	1.4233681	
1408	-0.8820871	-5.3483076	0.37469345	-0.12535486	1.1300149	
1409	-3.367572	-1.6948448	2.4783885	-0.13972872	0.043414805	0.093397856
1410	-1.08537	-0.87596864	2.977433	-0.22923382	0.056737706	0.13092816
1411	2.3617802	1.048865	0.080020264	-0.051592946	0.48082858	
1412	-2.6101665	1.2436922	1.2617962	-0.37250718	0.20533219	0.5167189
1413	-2.0698304	1.8351663	1.276866	-0.38968414	0.21018806	0.47134703
1414	-3.018265	1.338571	1.3087399	-0.20856418	0.11308863	0.19647026
1415	-5.6590796	-1.3449746	2.712772	-0.42123368	0.13809647	0.36615986
1416	-0.7918088	-5.0425296	0.17334531	-0.08925199	0.679702	
1417	-0.33887172	5.0873566	0.07081634	-0.118139565	0.89094836	
1418	-1.4648613	5.0818906	0.0567995	-0.07247877	0.47139415	
1419	-2.5954988	-3.421425	0.051501825	-0.05559334	0.38461986	
1420	-2.384727	3.007678	2.258739	-0.1511101	0.055748757	0.1236667
1421	-5.0173507	0.7814417	0.94562	-0.2029276	0.15597343	0.30308628
1422	-3.4147525	0.98716784	1.716846	-0.49333304	0.20268014	0.58945763
1423	-2.2098377	1.9059124	1.1337867	-0.24432293	0.1521572	0.3036896
1424	-4.6835914	0.79171455	1.6405498	-0.37645543	0.16712262	0.38540226
1425	-6.019507	-0.38513032	2.2572834	-0.669429	0.24326693	0.59274614
1426	-7.698576	-2.7328336	3.2584076	-0.34805897	0.15676165	0.31465048
1427	-1.4559284	5.088238	0.0720218	-0.11066131	0.8541231	
1428	-1.4629592	-5.003334	0.054444708	-0.04350969	0.26971507	
1429	-5.2179484	0.65744066	1.6271962	-0.2744539	0.12391761	0.36090308
1430	-3.8546143	1.1577919	1.9895681	-0.4264943	0.15518872	0.4830091
1431	-2.0211115	1.9218324	0.88636047	-0.16111624	0.130575	0.18572068
1432	-4.3107176	1.2875744	1.6854649	-0.25748733	0.11131285	0.24925041
1433	-5.1201587	1.229075	1.52282	-0.33131975	0.159376	0.36414874
1434	-4.68554	2.4868343	0.87236136	-0.10672947	0.088500015	0.07949793
1435	-2.583675	-5.009174	0.06453109	-0.076187536	0.5431499	
1436	-1.7438366	-5.0004077	0.1561515	-0.040709734	0.29315904	
1437	-1.7037274	4.622285	0.058460534	-0.05672494	0.40763566	
1438	-0.8470814	5.142907	0.23856497	-0.06955901	0.43147632	
1439	-2.7873716	3.2945893	1.6104623	-0.13937995	0.07077385	0.16212189
1440	-2.5966654	2.3428814	1.140946	-0.13571455	0.08606875	0.15424758
1441	-2.1389024	3.9025855	0.6800995	-0.11999579	0.13200362	0.13737476
1442	-2.3926473	3.6828399	1.1566274	-0.14639795	0.102019	0.1502288
1443	-2.7759132	5.1664376	1.251699	-0.09543718	0.11259356	0.07193828
1444	-4.0547223	4.8736115	0.10239292	-0.062996656	0.5189436	
1445	-3.7988555	-5.017886	0.12870505	-0.046524543	0.37718523	
1446	-4.0278916	4.8535595	0.09528885	-0.013706745	0.11831548	
1447	-1.1712352	-2.6481142	6.814073	0.55465174	-0.13758363	0.41474342
1448	4.0648704	5.0035143	0.10190275	-0.050781954	0.4226788	
1449	-1.3216623	4.241343	0.09994119	-0.043107606	0.35095146	
1450	-1.9107499	4.1335254	0.1582944	-0.08406538	0.39080217	
1451	-2.3539562	4.1520786	0.6385547	-0.21807058	0.26301754	0.31658208
1452	-2.786009	3.8285172	1.1393062	-0.22436917	0.16256215	0.288693
1453	-4.266136	3.3226187	0.253521	-0.10361131	0.29996485	
1454	-4.399277	4.386065	0.05759557	-0.045728046	0.26919255	
1455	-4.1788754	-4.4949737	0.2008123	-0.030846369	0.11947991	
1456	2.584776	-0.8241764	5.011415	0.39082965	-0.088702336	0.30343503
1457	8.943183	5.05839	0.13052192	-0.041616928	0.42240337	
1458	9.1878195	-3.9161024	1.0359803	-0.055993535	0.107632995	0.04485786
1459	-2.3486745	4.436553	0.15385218	-0.056431226	0.2782279	
1460	-2.5852432	4.4463177	0.07490995	-0.17890306	1.5815518	
1461	-3.348016	4.5662465	0.92813545	-0.16041525	0.1709364	0.18784595
1462	-7.0037327	5.231474	1.8369119	-0.16738462	0.16006161	0.11731672
1463	-6.6288667	3.7016122	1.3762138	-0.07720144	0.049784463	0.03876239
1464	-3.731886	-4.9066153	0.05915	-0.023023373	0.16475314	
1465	1.4078277	-1.8155404	6.8464017	0.46664017	-0.112433955	0.28255886
1466	8.940827	5.062339	0.13633007	-0.05930881	0.6012443	
1467	8.775797	-5.0416293	0.15237308	-0.054951377	0.5202239	
1468	-2.5550783	-1.7570223	0.058805656	-0.043380868	0.2779857	
1469	-2.5951686	4.9815564	0.056167737	-0.12121703	0.83249295	
1470	-3.5904195	5.9477925	0.76453525	-0.092882216	0.61372185	0.08699757
1471	-8.947303	6.71946	1.7858955	-0.11507238	0.4891365	0.08028191
1472	-8.471635	4.8522754	0.054041438	-0.047769114	0.33378974	
1473	1.189444	0.38841718	6.1052146	0.3512894	-0.07874387	0.19638437
1474	-2.8473392	5.0585775	0.08965901	-0.040630598	0.34290478	
1475	8.882644	2.4387755	0.09761592	-0.050011113	0.44219282	
1476	-4.8979445	-0.28384945	2.014434	-0.05522592	0.020380354	0.01953578
1477	-2.5955813	-4.78202	0.052552715	-0.080807984	0.5373797	
1478	-2.6298544	5.0829144	0.079560615	-0.06359685	0.5070464	
1479	8.556318	-5.0106463	0.10797748	-0.05510968	0.51387495	
1480	8.930401	-4.995429	0.14544292	-0.05562132	0.56672525	
1481	8.9252405	-5.003643	0.13897057	-0.047125794	0.49260962	
1482	8.928874	5.072589	0.13600703	-0.03488755	0.35315666	
1483	-2.5914044	5.0845733	0.06090472	-0.03619889	0.24778374	
1484	8.549644	4.2335067	0.09375461	-0.025755456	0.23336717	
1485	9.270916	1.467681	0.36366028	-0.056294587	0.48889038	
1486	0.9464425	-6.953006	1.1924553	-0.05018772	0.55864644	0.034157634
1487	-1.4779876	-4.9120626	0.058029667	-0.05326429	0.35800138	
1488	2.6856966	-4.899457	0.10751144	-0.052967485	0.372582	
1489	-3.975609	-4.7735186	0.067825645	-0.06794507	0.58544135	
1490	8.957107	-4.9729357	0.13118991	-0.067572266	0.71752566	
1491	0.10228603	0.42210066	6.152055	0.71150583	-0.1584047	0.52131534
1492	1.1537101	-0.9232058	6.049981	0.5475787	-0.12357596	0.37543446
1493	-3.7437449	-4.9167356	0.070042714	-0.03014874	0.20660493	
1494	6.4664464	4.398452	0.10440248	-0.024168206	0.1744624	
1495	2.4711514	1.7217343	4.0459695	-0.19208956	0.045696102	0.10064185
1496	4.6704807	-0.43000716	3.4597316	-0.16918974	0.044689573	0.10820693
1497	1.2873181	0.66154265	6.371523	0.34945646	-0.07961039	0.21785939
1498	-1.9572693	-4.780961	0.1072226	-0.028485212	0.20046437	
1499	-8.942798	-4.991274	0.13509917	-0.034954656	0.37125492	
1500	-0.5834729	-0.09233302	6.5926375	0.40274584	-0.09182153	0.22653908
1501	2.3138688	5.015906	0.1164153	-0.024142908	0.17684804	
1502	2.6006222	4.8581767	0.05835646	-0.026582282	0.1799237	
1503	3.6177387	-0.22502302	3.6476364	-0.18126531	0.044056777	0.10596079
1504	-0.6511706	-0.07068828	6.607216	1.0395129	-0.2363136	0.62736666
1505	-6.863379	2.6636767	0.09488054	-0.030151816	0.23604953	
1506	0.0	0.0	0.0	0.0	0.0	
1507	-0.64383376	-4.2529297	0.09688112	-0.02530641	0.20298268	
1508	0.0	0.0	0.0	0.0	0.0	
1509	0.0	0.0	0.0	0.0	0.0	
1510	-0.78461885	-2.413075	0.05015546	-0.15347229	1.038007	
1511	-0.35363957	-1.7366626	0.046702296	-0.120171644	0.75164765	
1512	-0.79863256	-4.9999037	0.059541572	-0.083673194	0.5510232	
1513	-1.4623151	-4.3844094	0.067356944	-0.10603351	1.1867225	
1514	0.0	0.0	0.0	0.0	0.0	
1515	-1.2322276	-2.5865266	0.94581777	-0.17995699	0.13769338	0.24227154
1516	-0.8208225	-2.4460695	1.025951	-0.24091507	0.16572665	0.32777768
1517	-0.5712687	-2.4495354	1.1261528	-0.25065097	0.15451354	0.28993887
1518	-0.9295216	-5.793048	0.6859192	-0.076996565	0.58748555	0.0684371
1519	-1.2991208	-3.380093	1.1460625	-0.20595233	0.14078572	0.22836751
1520	3.9359746	2.3865798	0.1209767	-0.019351274	0.12614626	
1521	-0.20381328	2.8557231	1.0123593	-0.0687374	0.048630774	0.0552516
1522	-7.7562423	0.037114065	0.050334353	-0.039367102	0.1888691	
1523	-1.2184672	-2.3293939	0.2344672	-0.10837319	0.34349903	
1524	-0.80082726	-2.695406	1.146017	-0.14733434	0.09234597	0.17597115
1525	0.3391135	5.0849032	0.054707658	-0.08014752	0.54193854	
1526	-0.81930846	-5.1179338	1.3629341	-0.1310348	0.14667916	0.11705017
1527	-2.0618966	1.8840631	1.319073	-0.1410417	0.07360072	0.1660406
