x	y
-7.5586476	0.7186901
-7.5586476	0.49155688
-7.5586476	0.2644237
-7.5586476	0.037290525
-7.5586476	-0.18984266
-7.5586476	-0.41697583
-7.5586476	-0.6441091
-7.5586476	-0.8712422
-7.5586476	-1.0983754
-7.5586476	-1.3255086
-7.5586476	-1.5526417
-7.5586476	-1.7797749
-7.5586476	-2.0069082
-7.5586476	-2.2340415
-7.5586476	-2.4611745
-7.5586476	-2.6883078
-7.5586476	-2.9154408
-7.5586476	-3.142574
-7.5586476	-3.3697073
-7.5586476	-3.5968406
-7.5586476	-3.8239737
-7.5586476	-4.051107
-7.5586476	-4.27824
-7.5586476	-4.5053754
-7.5586476	-4.732446
-7.5586476	-4.9596395
-7.333016	5.0342207
-7.333016	4.807027
-7.333016	4.5799565
-7.333016	4.3528214
-7.333016	4.1256876
-7.333016	3.8985548
-7.333016	3.6714215
-7.333016	3.4442883
-7.333016	3.2171552
-7.333016	2.990022
-7.333016	2.7628887
-7.333016	2.5357556
-7.333016	2.3086224
-7.333016	2.081489
-7.333016	1.8543559
-7.333016	1.6272228
-7.333016	1.4000896
-7.333016	1.1729565
-7.333016	0.94582325
-7.333016	0.7186901
-7.333016	0.49155688
-7.333016	0.2644237
-7.333016	0.037290525
-7.333016	-0.18984266
-7.333016	-0.41697583
-7.333016	-0.6441091
-7.333016	-0.8712422
-7.333016	-1.0983754
-7.333016	-1.3255086
-7.333016	-1.5526417
-7.333016	-1.7797749
-7.333016	-2.0069082
-7.333016	-2.2340415
-7.333016	-2.4611745
-7.333016	-2.6883078
-7.333016	-2.9154408
-7.333016	-3.142574
-7.333016	-3.3697073
-7.333016	-3.5968406
-7.333016	-3.8239737
-7.333016	-4.051107
-7.333016	-4.27824
-7.333016	-4.5053754
-7.333016	-4.732446
-7.333016	-4.9596395
-7.1073847	5.0342207
-7.1073847	4.807027
-7.1073847	4.5799565
-7.1073847	4.3528214
-7.1073847	4.1256876
-7.1073847	3.8985548
-7.1073847	3.6714215
-7.1073847	3.4442883
-7.1073847	3.2171552
-7.1073847	2.990022
-7.1073847	2.7628887
-7.1073847	2.5357556
-7.1073847	2.3086224
-7.1073847	2.081489
-7.1073847	1.8543559
-7.1073847	1.6272228
-7.1073847	1.4000896
-7.1073847	1.1729565
-7.1073847	0.94582325
-7.1073847	0.7186901
-7.1073847	0.49155688
-7.1073847	0.2644237
-7.1073847	0.037290525
-7.1073847	-0.18984266
-7.1073847	-0.41697583
-7.1073847	-0.6441091
-7.1073847	-0.8712422
-7.1073847	-1.0983754
-7.1073847	-1.3255086
-7.1073847	-1.5526417
-7.1073847	-1.7797749
-7.1073847	-2.0069082
-7.1073847	-2.2340415
-7.1073847	-2.4611745
-7.1073847	-2.6883078
-7.1073847	-2.9154408
-7.1073847	-3.142574
-7.1073847	-3.3697073
-7.1073847	-3.5968406
-7.1073847	-3.8239737
-7.1073847	-4.051107
-7.1073847	-4.27824
-7.1073847	-4.5053754
-7.1073847	-4.732446
-7.1073847	-4.9596395
-6.881754	5.0342207
-6.881754	4.807027
-6.881754	4.5799565
-6.881754	4.3528214
-6.881754	4.1256876
-6.881754	3.8985548
-6.881754	3.6714215
-6.881754	3.4442883
-6.881754	3.2171552
-6.881754	2.990022
-6.881754	2.7628887
-6.881754	2.5357556
-6.881754	2.3086224
-6.881754	2.081489
-6.881754	1.8543559
-6.881754	1.6272228
-6.881754	1.4000896
-6.881754	1.1729565
-6.881754	0.94582325
-6.881754	0.7186901
-6.881754	0.49155688
-6.881754	0.2644237
-6.881754	0.037290525
-6.881754	-0.18984266
-6.881754	-0.41697583
-6.881754	-0.6441091
-6.881754	-0.8712422
-6.881754	-1.0983754
-6.881754	-1.3255086
-6.881754	-1.5526417
-6.881754	-1.7797749
-6.881754	-2.0069082
-6.881754	-2.2340415
-6.881754	-2.4611745
-6.881754	-2.6883078
-6.881754	-2.9154408
-6.881754	-3.142574
-6.881754	-3.3697073
-6.881754	-3.5968406
-6.881754	-3.8239737
-6.881754	-4.051107
-6.881754	-4.27824
-6.881754	-4.5053754
-6.881754	-4.732446
-6.881754	-4.9596395
-6.656122	5.0342207
-6.656122	4.807027
-6.656122	4.5799565
-6.656122	4.3528214
-6.656122	4.1256876
-6.656122	3.8985548
-6.656122	3.6714215
-6.656122	3.4442883
-6.656122	3.2171552
-6.656122	2.990022
-6.656122	2.7628887
-6.656122	2.5357556
-6.656122	2.3086224
-6.656122	2.081489
-6.656122	1.8543559
-6.656122	1.6272228
-6.656122	1.4000896
-6.656122	1.1729565
-6.656122	0.94582325
-6.656122	0.7186901
-6.656122	0.49155688
-6.656122	0.2644237
-6.656122	0.037290525
-6.656122	-0.18984266
-6.656122	-0.41697583
-6.656122	-0.6441091
-6.656122	-0.8712422
-6.656122	-1.0983754
-6.656122	-1.3255086
-6.656122	-1.5526417
-6.656122	-1.7797749
-6.656122	-2.0069082
-6.656122	-2.2340415
-6.656122	-2.4611745
-6.656122	-2.6883078
-6.656122	-2.9154408
-6.656122	-3.142574
-6.656122	-3.3697073
-6.656122	-3.5968406
-6.656122	-3.8239737
-6.656122	-4.051107
-6.656122	-4.27824
-6.656122	-4.5053754
-6.656122	-4.732446
-6.656122	-4.9596395
-6.430491	5.0342207
-6.430491	4.807027
-6.430491	4.5799565
-6.430491	4.3528214
-6.430491	4.1256876
-6.430491	3.8985548
-6.430491	3.6714215
-6.430491	3.4442883
-6.430491	3.2171552
-6.430491	2.990022
-6.430491	2.7628887
-6.430491	2.5357556
-6.430491	2.3086224
-6.430491	2.081489
-6.430491	1.8543559
-6.430491	1.6272228
-6.430491	1.4000896
-6.430491	1.1729565
-6.430491	0.94582325
-6.430491	0.7186901
-6.430491	0.49155688
-6.430491	0.2644237
-6.430491	0.037290525
-6.430491	-0.18984266
-6.430491	-0.41697583
-6.430491	-0.6441091
-6.430491	-0.8712422
-6.430491	-1.0983754
-6.430491	-1.3255086
-6.430491	-1.5526417
-6.430491	-1.7797749
-6.430491	-2.0069082
-6.430491	-2.2340415
-6.430491	-2.4611745
-6.430491	-2.6883078
-6.430491	-2.9154408
-6.430491	-3.142574
-6.430491	-3.3697073
-6.430491	-3.5968406
-6.430491	-3.8239737
-6.430491	-4.051107
-6.430491	-4.27824
-6.430491	-4.5053754
-6.430491	-4.732446
-6.430491	-4.9596395
-6.2048597	5.0342207
-6.2048597	4.807027
-6.2048597	4.5799565
-6.2048597	4.3528214
-6.2048597	4.1256876
-6.2048597	3.8985548
-6.2048597	3.6714215
-6.2048597	3.4442883
-6.2048597	3.2171552
-6.2048597	2.990022
-6.2048597	2.7628887
-6.2048597	2.5357556
-6.2048597	2.3086224
-6.2048597	2.081489
-6.2048597	1.8543559
-6.2048597	1.6272228
-6.2048597	1.4000896
-6.2048597	1.1729565
-6.2048597	0.94582325
-6.2048597	0.7186901
-6.2048597	0.49155688
-6.2048597	0.2644237
-6.2048597	0.037290525
-6.2048597	-0.18984266
-6.2048597	-0.41697583
-6.2048597	-0.6441091
-6.2048597	-0.8712422
-6.2048597	-1.0983754
-6.2048597	-1.3255086
-6.2048597	-1.5526417
-6.2048597	-1.7797749
-6.2048597	-2.0069082
-6.2048597	-2.2340415
-6.2048597	-2.4611745
-6.2048597	-2.6883078
-6.2048597	-2.9154408
-6.2048597	-3.142574
-6.2048597	-3.3697073
-6.2048597	-3.5968406
-6.2048597	-3.8239737
-6.2048597	-4.051107
-6.2048597	-4.27824
-6.2048597	-4.5053754
-6.2048597	-4.732446
-6.2048597	-4.9596395
-5.9792285	5.0342207
-5.9792285	4.807027
-5.9792285	4.5799565
-5.9792285	4.3528214
-5.9792285	4.1256876
-5.9792285	3.8985548
-5.9792285	3.6714215
-5.9792285	3.4442883
-5.9792285	3.2171552
-5.9792285	2.990022
-5.9792285	2.7628887
-5.9792285	2.5357556
-5.9792285	2.3086224
-5.9792285	2.081489
-5.9792285	1.8543559
-5.9792285	1.6272228
-5.9792285	1.4000896
-5.9792285	1.1729565
-5.9792285	0.94582325
-5.9792285	0.7186901
-5.9792285	0.49155688
-5.9792285	0.2644237
-5.9792285	0.037290525
-5.9792285	-0.18984266
-5.9792285	-0.41697583
-5.9792285	-0.6441091
-5.9792285	-0.8712422
-5.9792285	-1.0983754
-5.9792285	-1.3255086
-5.9792285	-1.5526417
-5.9792285	-1.7797749
-5.9792285	-2.0069082
-5.9792285	-2.2340415
-5.9792285	-2.4611745
-5.9792285	-2.6883078
-5.9792285	-2.9154408
-5.9792285	-3.142574
-5.9792285	-3.3697073
-5.9792285	-3.5968406
-5.9792285	-3.8239737
-5.9792285	-4.051107
-5.9792285	-4.27824
-5.9792285	-4.5053754
-5.9792285	-4.732446
-5.9792285	-4.9596395
-5.7535973	5.0342207
-5.7535973	4.807027
-5.7535973	4.5799565
-5.7535973	4.3528214
-5.7535973	4.1256876
-5.7535973	3.8985548
-5.7535973	3.6714215
-5.7535973	3.4442883
-5.7535973	3.2171552
-5.7535973	2.990022
-5.7535973	2.7628887
-5.7535973	2.5357556
-5.7535973	2.3086224
-5.7535973	2.081489
-5.7535973	1.8543559
-5.7535973	1.6272228
-5.7535973	1.4000896
-5.7535973	1.1729565
-5.7535973	0.94582325
-5.7535973	0.7186901
-5.7535973	0.49155688
-5.7535973	0.2644237
-5.7535973	0.037290525
-5.7535973	-0.18984266
-5.7535973	-0.41697583
-5.7535973	-0.6441091
-5.7535973	-0.8712422
-5.7535973	-1.0983754
-5.7535973	-1.3255086
-5.7535973	-1.5526417
-5.7535973	-1.7797749
-5.7535973	-2.0069082
-5.7535973	-2.2340415
-5.7535973	-2.4611745
-5.7535973	-2.6883078
-5.7535973	-2.9154408
-5.7535973	-3.142574
-5.7535973	-3.3697073
-5.7535973	-3.5968406
-5.7535973	-3.8239737
-5.7535973	-4.051107
-5.7535973	-4.27824
-5.7535973	-4.5053754
-5.7535973	-4.732446
-5.7535973	-4.9596395
-5.527966	5.0342207
-5.527966	4.807027
-5.527966	4.5799565
-5.527966	4.3528214
-5.527966	4.1256876
-5.527966	3.8985548
-5.527966	3.6714215
-5.527966	3.4442883
-5.527966	3.2171552
-5.527966	2.990022
-5.527966	2.7628887
-5.527966	2.5357556
-5.527966	2.3086224
-5.527966	2.081489
-5.527966	1.8543559
-5.527966	1.6272228
-5.527966	1.4000896
-5.527966	1.1729565
-5.527966	0.94582325
-5.527966	0.7186901
-5.527966	0.49155688
-5.527966	0.2644237
-5.527966	0.037290525
-5.527966	-0.18984266
-5.527966	-0.41697583
-5.527966	-0.6441091
-5.527966	-0.8712422
-5.527966	-1.0983754
-5.527966	-1.3255086
-5.527966	-1.5526417
-5.527966	-1.7797749
-5.527966	-2.0069082
-5.527966	-2.2340415
-5.527966	-2.4611745
-5.527966	-2.6883078
-5.527966	-2.9154408
-5.527966	-3.142574
-5.527966	-3.3697073
-5.527966	-3.5968406
-5.527966	-3.8239737
-5.527966	-4.051107
-5.527966	-4.27824
-5.527966	-4.5053754
-5.527966	-4.732446
-5.527966	-4.9596395
-5.302335	5.0342207
-5.302335	4.807027
-5.302335	4.5799565
-5.302335	4.3528214
-5.302335	4.1256876
-5.302335	3.8985548
-5.302335	3.6714215
-5.302335	3.4442883
-5.302335	3.2171552
-5.302335	2.990022
-5.302335	2.7628887
-5.302335	2.5357556
-5.302335	2.3086224
-5.302335	2.081489
-5.302335	1.8543559
-5.302335	1.6272228
-5.302335	1.4000896
-5.302335	1.1729565
-5.302335	0.94582325
-5.302335	0.7186901
-5.302335	0.49155688
-5.302335	0.2644237
-5.302335	0.037290525
-5.302335	-0.18984266
-5.302335	-0.41697583
-5.302335	-0.6441091
-5.302335	-0.8712422
-5.302335	-1.0983754
-5.302335	-1.3255086
-5.302335	-1.5526417
-5.302335	-1.7797749
-5.302335	-2.0069082
-5.302335	-2.2340415
-5.302335	-2.4611745
-5.302335	-2.6883078
-5.302335	-2.9154408
-5.302335	-3.142574
-5.302335	-3.3697073
-5.302335	-3.5968406
-5.302335	-3.8239737
-5.302335	-4.051107
-5.302335	-4.27824
-5.302335	-4.5053754
-5.302335	-4.732446
-5.302335	-4.9596395
-5.0767035	5.0342207
-5.0767035	4.807027
-5.0767035	4.5799565
-5.0767035	4.3528214
-5.0767035	4.1256876
-5.0767035	3.8985548
-5.0767035	3.6714215
-5.0767035	3.4442883
-5.0767035	3.2171552
-5.0767035	2.990022
-5.0767035	2.7628887
-5.0767035	2.5357556
-5.0767035	2.3086224
-5.0767035	2.081489
-5.0767035	1.8543559
-5.0767035	1.6272228
-5.0767035	1.4000896
-5.0767035	1.1729565
-5.0767035	0.94582325
-5.0767035	0.7186901
-5.0767035	0.49155688
-5.0767035	0.2644237
-5.0767035	0.037290525
-5.0767035	-0.18984266
-5.0767035	-0.41697583
-5.0767035	-0.6441091
-5.0767035	-0.8712422
-5.0767035	-1.0983754
-5.0767035	-1.3255086
-5.0767035	-1.5526417
-5.0767035	-1.7797749
-5.0767035	-2.0069082
-5.0767035	-2.2340415
-5.0767035	-2.4611745
-5.0767035	-2.6883078
-5.0767035	-2.9154408
-5.0767035	-3.142574
-5.0767035	-3.3697073
-5.0767035	-3.5968406
-5.0767035	-3.8239737
-5.0767035	-4.051107
-5.0767035	-4.27824
-5.0767035	-4.5053754
-5.0767035	-4.732446
-5.0767035	-4.9596395
-4.851072	5.0342207
-4.851072	4.807027
-4.851072	4.5799565
-4.851072	4.3528214
-4.851072	4.1256876
-4.851072	3.8985548
-4.851072	3.6714215
-4.851072	3.4442883
-4.851072	3.2171552
-4.851072	2.990022
-4.851072	2.7628887
-4.851072	2.5357556
-4.851072	2.3086224
-4.851072	2.081489
-4.851072	1.8543559
-4.851072	1.6272228
-4.851072	1.4000896
-4.851072	1.1729565
-4.851072	0.94582325
-4.851072	0.7186901
-4.851072	0.49155688
-4.851072	0.2644237
-4.851072	0.037290525
-4.851072	-0.18984266
-4.851072	-0.41697583
-4.851072	-0.6441091
-4.851072	-0.8712422
-4.851072	-1.0983754
-4.851072	-1.3255086
-4.851072	-1.5526417
-4.851072	-1.7797749
-4.851072	-2.0069082
-4.851072	-2.2340415
-4.851072	-2.4611745
-4.851072	-2.6883078
-4.851072	-2.9154408
-4.851072	-3.142574
-4.851072	-3.3697073
-4.851072	-3.5968406
-4.851072	-3.8239737
-4.851072	-4.051107
-4.851072	-4.27824
-4.851072	-4.5053754
-4.851072	-4.732446
-4.851072	-4.9596395
-4.625441	5.0342207
-4.625441	4.807027
-4.625441	4.5799565
-4.625441	4.3528214
-4.625441	4.1256876
-4.625441	3.8985548
-4.625441	3.6714215
-4.625441	3.4442883
-4.625441	3.2171552
-4.625441	2.990022
-4.625441	2.7628887
-4.625441	2.5357556
-4.625441	2.3086224
-4.625441	2.081489
-4.625441	1.8543559
-4.625441	1.6272228
-4.625441	1.4000896
-4.625441	1.1729565
-4.625441	0.94582325
-4.625441	0.7186901
-4.625441	0.49155688
-4.625441	0.2644237
-4.625441	0.037290525
-4.625441	-0.18984266
-4.625441	-0.41697583
-4.625441	-0.6441091
-4.625441	-0.8712422
-4.625441	-1.0983754
-4.625441	-1.3255086
-4.625441	-1.5526417
-4.625441	-1.7797749
-4.625441	-2.0069082
-4.625441	-2.2340415
-4.625441	-2.4611745
-4.625441	-2.6883078
-4.625441	-2.9154408
-4.625441	-3.142574
-4.625441	-3.3697073
-4.625441	-3.5968406
-4.625441	-3.8239737
-4.625441	-4.051107
-4.625441	-4.27824
-4.625441	-4.5053754
-4.625441	-4.732446
-4.625441	-4.9596395
-4.39981	5.0342207
-4.39981	4.807027
-4.39981	4.5799565
-4.39981	4.3528214
-4.39981	4.1256876
-4.39981	3.8985548
-4.39981	3.6714215
-4.39981	3.4442883
-4.39981	3.2171552
-4.39981	2.990022
-4.39981	2.7628887
-4.39981	2.5357556
-4.39981	2.3086224
-4.39981	2.081489
-4.39981	1.8543559
-4.39981	1.6272228
-4.39981	1.4000896
-4.39981	1.1729565
-4.39981	0.94582325
-4.39981	0.7186901
-4.39981	0.49155688
-4.39981	0.2644237
-4.39981	0.037290525
-4.39981	-0.18984266
-4.39981	-0.41697583
-4.39981	-0.6441091
-4.39981	-0.8712422
-4.39981	-1.0983754
-4.39981	-1.3255086
-4.39981	-1.5526417
-4.39981	-1.7797749
-4.39981	-2.0069082
-4.39981	-2.2340415
-4.39981	-2.4611745
-4.39981	-2.6883078
-4.39981	-2.9154408
-4.39981	-3.142574
-4.39981	-3.3697073
-4.39981	-3.5968406
-4.39981	-3.8239737
-4.39981	-4.051107
-4.39981	-4.27824
-4.39981	-4.5053754
-4.39981	-4.732446
-4.39981	-4.9596395
-4.174178	5.0342207
-4.174178	4.807027
-4.174178	4.5799565
-4.174178	4.3528214
-4.174178	4.1256876
-4.174178	3.8985548
-4.174178	3.6714215
-4.174178	3.4442883
-4.174178	3.2171552
-4.174178	2.990022
-4.174178	2.7628887
-4.174178	2.5357556
-4.174178	2.3086224
-4.174178	2.081489
-4.174178	1.8543559
-4.174178	1.6272228
-4.174178	1.4000896
-4.174178	1.1729565
-4.174178	0.94582325
-4.174178	0.7186901
-4.174178	0.49155688
-4.174178	0.2644237
-4.174178	0.037290525
-4.174178	-0.18984266
-4.174178	-0.41697583
-4.174178	-0.6441091
-4.174178	-0.8712422
-4.174178	-1.0983754
-4.174178	-1.3255086
-4.174178	-1.5526417
-4.174178	-1.7797749
-4.174178	-2.0069082
-4.174178	-2.2340415
-4.174178	-2.4611745
-4.174178	-2.6883078
-4.174178	-2.9154408
-4.174178	-3.142574
-4.174178	-3.3697073
-4.174178	-3.5968406
-4.174178	-3.8239737
-4.174178	-4.051107
-4.174178	-4.27824
-4.174178	-4.5053754
-4.174178	-4.732446
-4.174178	-4.9596395
-3.9485471	5.0342207
-3.9485471	4.807027
-3.9485471	4.5799565
-3.9485471	4.3528214
-3.9485471	4.1256876
-3.9485471	3.8985548
-3.9485471	3.6714215
-3.9485471	3.4442883
-3.9485471	3.2171552
-3.9485471	2.990022
-3.9485471	2.7628887
-3.9485471	2.5357556
-3.9485471	2.3086224
-3.9485471	2.081489
-3.9485471	1.8543559
-3.9485471	1.6272228
-3.9485471	1.4000896
-3.9485471	1.1729565
-3.9485471	0.94582325
-3.9485471	0.7186901
-3.9485471	0.49155688
-3.9485471	0.2644237
-3.9485471	0.037290525
-3.9485471	-0.18984266
-3.9485471	-0.41697583
-3.9485471	-0.6441091
-3.9485471	-0.8712422
-3.9485471	-1.0983754
-3.9485471	-1.3255086
-3.9485471	-1.5526417
-3.9485471	-1.7797749
-3.9485471	-2.0069082
-3.9485471	-2.2340415
-3.9485471	-2.4611745
-3.9485471	-2.6883078
-3.9485471	-2.9154408
-3.9485471	-3.142574
-3.9485471	-3.3697073
-3.9485471	-3.5968406
-3.9485471	-3.8239737
-3.9485471	-4.051107
-3.9485471	-4.27824
-3.9485471	-4.5053754
-3.9485471	-4.732446
-3.9485471	-4.9596395
-3.722916	5.0342207
-3.722916	4.807027
-3.722916	4.5799565
-3.722916	4.3528214
-3.722916	4.1256876
-3.722916	3.8985548
-3.722916	3.6714215
-3.722916	3.4442883
-3.722916	3.2171552
-3.722916	2.990022
-3.722916	2.7628887
-3.722916	2.5357556
-3.722916	2.3086224
-3.722916	2.081489
-3.722916	1.8543559
-3.722916	1.6272228
-3.722916	1.4000896
-3.722916	1.1729565
-3.722916	0.94582325
-3.722916	0.7186901
-3.722916	0.49155688
-3.722916	0.2644237
-3.722916	0.037290525
-3.722916	-0.18984266
-3.722916	-0.41697583
-3.722916	-0.6441091
-3.722916	-0.8712422
-3.722916	-1.0983754
-3.722916	-1.3255086
-3.722916	-1.5526417
-3.722916	-1.7797749
-3.722916	-2.0069082
-3.722916	-2.2340415
-3.722916	-2.4611745
-3.722916	-2.6883078
-3.722916	-2.9154408
-3.722916	-3.142574
-3.722916	-3.3697073
-3.722916	-3.5968406
-3.722916	-3.8239737
-3.722916	-4.051107
-3.722916	-4.27824
-3.722916	-4.5053754
-3.722916	-4.732446
-3.722916	-4.9596395
-3.4972844	5.0342207
-3.4972844	4.807027
-3.4972844	4.5799565
-3.4972844	4.3528214
-3.4972844	4.1256876
-3.4972844	3.8985548
-3.4972844	3.6714215
-3.4972844	3.4442883
-3.4972844	3.2171552
-3.4972844	2.990022
-3.4972844	2.7628887
-3.4972844	2.5357556
-3.4972844	2.3086224
-3.4972844	2.081489
-3.4972844	1.8543559
-3.4972844	1.6272228
-3.4972844	1.4000896
-3.4972844	1.1729565
-3.4972844	0.94582325
-3.4972844	0.7186901
-3.4972844	0.49155688
-3.4972844	0.2644237
-3.4972844	0.037290525
-3.4972844	-0.18984266
